V1,V2,V3,V4,V5,V7,V8,V9,V10,intro1,consent,intro2,salience,multilat1,multilat2,abe,party,interest,screentime1_1,screentime1_2,screentime1_3,screentime1_4,screener_1,screener_2,screener_3,screener_4,screener_5,prompt,txhxs.time_1,txhxs.time_2,txhxs.time_3,txhxs.time_4,txhxs,txfxs.time_1,txfxs.time_2,txfxs.time_3,txfxs.time_4,txfxs,cxhxs.time_1,cxhxs.time_2,cxhxs.time_3,cxhxs.time_4,cxhxs,cxfxs.time_1,cxfxs.time_2,cxfxs.time_3,cxfxs.time_4,cxfxs,txhxe.time_1,txhxe.time_2,txhxe.time_3,txhxe.time_4,txhxe,txfxe.time_1,txfxe.time_2,txfxe.time_3,txfxe.time_4,txfxe,cxhxe.time_1,cxhxe.time_2,cxhxe.time_3,cxhxe.time_4,cxhxe,cxfxe.time_1,cxfxe.time_2,cxfxe.time_3,cxfxe.time_4,cxfxe,countryfav,policyfav,peoplefav,trumpfav,intro3,age,sex,area,education,income,comment
R_2UWSY9aeIdxSgyZ,Default Response Set,Anonymous,NA,NA,0,2017-04-28 01:57:55,2017-04-28 02:01:03,1,1,1,1,5,1,1,1,1,4,22.275,24.353,26.306,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.58,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,1,1,3,5,2,
R_2YV61cug8XLCT0A,Default Response Set,Anonymous,NA,NA,0,2017-04-28 01:59:14,2017-04-28 02:01:28,1,1,1,1,5,2,2,3,7,5,5.606,8.703,9.27,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.647,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,4,1,2,2,6,2,2,質問がわかりやすく、とても答えやすいアンケートでした。
R_3qr1xGByvKlvHeF,Default Response Set,Anonymous,NA,NA,0,2017-04-28 01:57:08,2017-04-28 02:01:43,1,1,1,1,2,3,2,3,7,2,35.907,35.907,40.867,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39.058,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,5,1,4,1,3,5,3,特になし
R_3GqrhkLfaD9pDKH,Default Response Set,Anonymous,NA,NA,0,2017-04-28 01:56:16,2017-04-28 02:02:33,1,1,1,1,5,3,3,2,7,4,34.52,62.175,62.587,5,1,NA,1,NA,NA,1,0,0,12.786,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,2,1,5,2,2,これといってありませんが調査に協力できてよかったです。
R_WxpywUweEifzmut,Default Response Set,Anonymous,NA,NA,0,2017-04-28 01:57:46,2017-04-28 02:02:46,1,1,1,1,2,2,2,2,7,4,87.078,87.078,89.748,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.476,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,4,1,2,2,7,3,7,
R_PzairSzOisC4bRf,Default Response Set,Anonymous,NA,NA,0,2017-04-28 01:59:33,2017-04-28 02:03:08,1,1,1,1,5,2,4,4,7,4,25.385,26.369,33.933,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24.521,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,5,1,3,2,4,5,2,
R_3OGvKmonj6uC40h,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:00:30,2017-04-28 02:04:03,1,1,1,1,1,2,2,2,7,2,22.626,23.384,31.689,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.83,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,1,3,2,3,5,2,ありがとうございました。
R_5cpgE43D2Oap3DX,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:01:26,2017-04-28 02:04:18,1,1,1,1,1,2,2,2,1,4,31.988,33.447,48.536,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.871,0,1,1,2,3,3,1,2,1,1,5,4,
R_2VEnDO7I43C71HG,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:01:25,2017-04-28 02:04:50,1,1,1,1,5,1,2,1,1,5,13.788,20.005,44.778,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22.572,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,3,1,3,1,2,2,5,
R_dcndjgn2DDJxOk9,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:00:40,2017-04-28 02:05:23,1,1,1,1,1,2,3,2,7,2,9.48,70.167,72.509,8,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23.379,0,1,NA,NA,NA,NA,NA,5,2,3,4,1,1,2,4,4,2,
R_1jjiTgTP80vqlT1,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:03:29,2017-04-28 02:06:53,1,1,1,1,1,2,1,4,7,4,2.691,2.691,3.949,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,10.845,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,1,3,1,1,2,2,トランプ大統領の真意がよめないのに今の日本政府の曖昧な所に不安を感じます。このアンケートはとても回答しやすいと思います。
R_ymgAmNqwfzgyds5,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:03:46,2017-04-28 02:07:39,1,1,1,1,1,1,1,2,7,5,16.744,17.549,34.742,4,NA,NA,1,NA,NA,1,6.499,6.499,15.78,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,1,4,2,3,5,6,
R_ukxv1fgV1n8XSox,Default Response Set,Anonymous,NA,NA,0,2017-04-27 18:14:14,2017-04-28 02:07:59,1,1,1,1,1,2,2,3,7,4,10.413,58.737,60.747,12,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,33.503,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,3,1,1,5,2,トランプ大統領は、自国（日本）の防衛費は自国で負担すべきと言っています。 / ただ、同盟関係の重要性は感じているようです。
R_1Ceh3l7hinIHrQT,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:04:59,2017-04-28 02:09:44,1,1,1,1,1,1,1,5,7,5,50.392,50.392,52.585,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38.064,0,1,5,5,5,5,1,4,2,1,2,1,
R_1g6JPC0YfXeNGrj,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:06:26,2017-04-28 02:09:51,1,1,1,1,1,1,1,2,1,4,21.802,33.872,35.473,9,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.061,0,1,NA,NA,NA,NA,NA,4,4,3,4,1,3,1,5,5,3,
R_1KoGco2NYSpMy4F,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:05:35,2017-04-28 02:11:48,1,1,1,1,5,2,2,1,1,5,12.424,22.687,26.544,7,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25.109,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,1,2,2,6,5,3,トランプ大統領は何を考えているかわかりづらいが、少なくとも彼の行動力によって日本人が防衛能力の低さにやっと危機感を抱きはじめたので、これを機にもっと国を守ることを重視する人が増えることを期待する。
R_3oLbUqwDojt63xG,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:07:35,2017-04-28 02:12:08,1,1,1,1,1,2,2,2,7,3,11.725,12.316,16.681,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.088,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,1,3,2,3,5,2,問題なく回答できました。ありがとうございました。
R_8ro43vuhgd4IKMV,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:11:57,2017-04-28 02:13:45,1,1,1,1,5,1,3,2,1,4,3.31,3.31,4.352,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.814,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,5,1,1,2,9,2,2,
R_2ZX20pSMfbTaMzp,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:11:24,2017-04-28 02:14:26,1,1,1,1,2,2,3,5,7,4,33.98,33.98,35.463,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.39,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,1,2,2,8,5,2,
R_27llibSTPBPk6NO,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:11:01,2017-04-28 02:14:32,1,1,1,1,1,2,3,4,7,3,36.196,38.428,40.088,2,1,NA,1,NA,NA,1,0,0,15.888,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,1,4,2,9,2,2,
R_2ASHBIIYjzTVomU,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:11:17,2017-04-28 02:15:06,1,1,1,1,1,1,2,3,1,3,12.763,55.062,56.824,13,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.747,0,1,NA,NA,NA,NA,NA,2,2,2,4,1,3,2,3,4,4,
R_WqfKwiiKVX9TedX,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:11:38,2017-04-28 02:15:15,1,1,1,1,5,2,3,3,7,4,17.112,75.645,78.985,8,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,16.55,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,1,2,6,5,2,
R_3qBXOBiVf594iFy,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:10:16,2017-04-28 02:16:11,1,1,1,1,5,1,2,4,7,4,22.109,22.733,35.468,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.233,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,4,1,9,5,2,
R_2Xd3bH82Uhdq8rN,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:11:15,2017-04-28 02:16:55,1,1,1,1,2,2,1,3,7,2,42.261,44.709,55.021,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,106.499,0,1,2,2,2,3,1,2,2,2,3,6,
R_6mA6o6zUtBk6Nsl,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:16:10,2017-04-28 02:16:55,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
R_2ALnFxOmTmhAU0A,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:13:35,2017-04-28 02:17:08,1,1,1,1,1,2,2,2,1,4,33.743,48.211,55.627,5,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.775,20.253,32.611,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,1,2,1,3,5,4,
R_2zp7wF3PofJRIQC,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:13:32,2017-04-28 02:17:39,1,1,1,1,2,1,2,2,7,5,21.507,22.306,32.214,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.342,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,2,2,4,2,2,
R_XTIDd6EoHf0hiE1,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:12:02,2017-04-28 02:17:59,1,1,1,1,5,2,1,5,7,4,21.588,24.212,26.611,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.107,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,4,1,6,3,1,
R_2wsspBDoXTD7Mvm,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:13:53,2017-04-28 02:18:11,1,1,1,1,5,1,1,3,1,5,42.282,54.05,56.543,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24.527,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,3,1,1,1,9,4,3,
R_2P5Qj4AoarRtjg7,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:15:55,2017-04-28 02:18:33,1,1,1,1,5,2,2,3,7,4,11.761,26.041,27.432,7,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.234,0,1,NA,NA,NA,NA,NA,4,3,2,4,1,2,2,3,4,5,
R_2yrd9Uipgfq5W4S,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:15:11,2017-04-28 02:18:45,1,1,1,1,1,2,2,4,7,4,32.506,33.402,34.801,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,22.353,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,2,6,2,5,
R_2QDkp9DaoSawrAO,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:14:24,2017-04-28 02:18:47,1,1,1,1,5,3,2,4,7,4,14.408,61.234,61.881,11,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22.677,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,3,2,3,5,7,
R_2fIZBMUcg1FFkqf,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:16:52,2017-04-28 02:21:04,1,1,1,1,1,2,1,1,1,4,33.221,48.445,52.077,3,NA,NA,1,NA,NA,1,0,0,23.9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,3,1,2,1,6,4,3,
R_1n7TvkSggmqv16p,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:10:19,2017-04-28 02:21:34,1,1,1,1,5,1,1,4,7,4,214.232,215.622,217.009,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.228,0,1,2,4,2,4,1,2,1,3,3,3,ありがとうございました
R_2bMlqla614LrL7b,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:18:22,2017-04-28 02:22:19,1,1,1,1,5,3,3,2,1,4,3.854,36.058,39.477,16,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.362,13.362,17.247,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,2,2,3,2,4,
R_1CqN0m8cbXbnJGU,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:18:25,2017-04-28 02:22:39,1,1,1,1,1,1,2,1,1,3,8.39,37.87,38.624,12,1,NA,1,NA,NA,1,0,0,11.999,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,5,1,2,2,3,3,3,
R_2tr3sqLXjs9YSTx,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:20:51,2017-04-28 02:23:49,1,1,1,1,5,1,1,3,7,5,25.539,27.915,31.733,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.548,2.548,13.763,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,4,1,2,2,4,5,7,
R_1gvdzTv7FkInGfN,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:21:14,2017-04-28 02:23:57,1,1,1,1,5,1,1,5,7,3,11.651,11.651,13.416,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.029,0,1,NA,NA,NA,NA,NA,3,5,3,5,1,3,2,5,2,2,今後ともよろしくお願いします。
R_2urisyixNaRKRWw,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:16:41,2017-04-28 02:24:43,1,1,1,1,5,1,2,2,4,4,23.904,41.965,43.311,9,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.435,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,4,2,4,5,1,トランプ大統領については、正直まだよく分かりません。でも、ビジネスマンだけあって、交渉が上手な人だな～と思っています。
R_PMuGk7cvTTlBoGZ,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:21:54,2017-04-28 02:25:07,1,1,1,1,1,2,1,2,1,2,13.351,13.351,19.744,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.936,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,9,5,4,
R_2q9ocOHO9IT2X69,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:21:18,2017-04-28 02:25:16,1,1,1,1,5,2,1,1,7,4,15.072,15.092,18.791,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.427,0,1,2,2,2,2,1,2,1,2,2,2,
R_12SypPeL7TNHE9e,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:11:12,2017-04-28 02:26:02,1,1,1,1,1,4,3,5,7,4,9.23,11.576,19.68,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25.077,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,1,2,2,6,5,4,
R_O7gtlB8gqKMpYXv,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:22:57,2017-04-28 02:26:18,1,1,1,1,1,2,1,2,7,5,26.131,38.927,40.48,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12.304,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,5,1,3,2,9,5,4,
R_STyZo3UIdHwiyuR,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:21:45,2017-04-28 02:26:36,1,1,1,1,1,2,2,3,7,4,6.699,39.708,42.008,5,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12.355,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,1,1,2,6,2,3,
R_2b2yVEu9GurQIub,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:19:57,2017-04-28 02:26:43,1,1,1,1,5,2,1,2,7,3,77.881,77.881,79.474,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,57.456,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,5,1,4,2,3,3,5,
R_2xxyLsbC7xLuAB0,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:23:54,2017-04-28 02:26:45,1,1,1,1,5,1,2,3,7,5,10.966,32.629,36.61,9,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.111,11.702,37.386,5,1,NA,NA,NA,NA,NA,1,4,2,2,1,3,1,3,5,2,
R_2zuqIqakwEja0O1,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:20:30,2017-04-28 02:29:03,1,1,1,1,5,3,1,1,1,5,38.491,39.267,41.696,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,31.273,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,1,6,5,7,北朝鮮、韓国や中国の反日的な政治姿勢に強い不安を感じています。その状況下で米国が日本に寄り添うと発言したトランプ大統領、その発言を引き出した安倍首相は日本人に大きな安心感を与えたことは否めないと思います。日本や米国の政治姿勢の全てが正しいとは思いませんが、国際情勢が極めて不安定な状況では自民党や米国を支持せずにはおれない心持です。
R_SIWZw3Wm4cNjKj7,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:24:25,2017-04-28 02:29:27,1,1,1,1,1,2,1,2,7,4,5.357,38.556,39.506,5,NA,1,NA,NA,NA,1,0,0,17.131,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,5,1,3,2,7,3,2,
R_b4vSo9jfzSV3u3D,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:25:42,2017-04-28 02:29:36,1,1,1,1,1,3,4,2,1,4,17.241,18.341,21.163,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.686,0,1,2,2,4,3,1,2,2,6,5,4,対米と国連の話は関連性があるのが疑問でした。
R_2CdZBBxIVIz9AOR,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:19:06,2017-04-28 02:29:36,1,1,1,1,5,2,1,3,7,4,28.795,36.714,52.984,5,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.963,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,5,1,3,1,3,3,3,特にありません。
R_2P0VlLZXK25Ss2k,Default Response Set,Anonymous,NA,NA,0,2017-04-28 02:25:33,2017-04-28 02:29:41,1,1,1,1,2,2,2,3,2,3,16.151,16.151,18.241,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.881,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,4,1,3,3,1,
